#,Time,Title,_source_page,_wiki_api,biome_category,game,_matched_categories,final_category,Name,Played in,col2,Location,Mark,Artist,Year,_ext_links
,,Shining Heart -full-,Bgm30,,unclassified,MapleStory,,,,,,On Stage chair effect,3019147,ASTERIA,2023,['https://www.youtube.com/watch?v=nNgM_kp5GjM']
,,Shining Heart (Japanese),Bgm30,,unclassified,MapleStory,,,,,,Angelic Buster's Pretty Exaltation skill,Pantheon,ASTERIA,2024,['https://www.youtube.com/watch?v=kxYkg8z01C0']
,,Shining Heart,Bgm30,,unclassified,MapleStory,,,,,,Angelic Buster's Pretty Exaltation skill,Pantheon,ASTERIA,2023,['https://www.youtube.com/watch?v=tlJ8v4ZBegA']
,,Star Bubble -full-,Bgm30,,unclassified,MapleStory,,,,,,Angelic Buster's On Stage skill,Pantheon,ASTERIA,2023,['https://www.youtube.com/watch?v=dlXrpq-6jHc']
,,Star Bubble -full- (Japanese),Bgm30,,unclassified,MapleStory,,,,,,Angelic Buster's On Stage skill,Pantheon,ASTERIA,2024,['https://www.youtube.com/watch?v=TQX6KSZr68U']
,,The Photo,Bgm30,,unclassified,MapleStory,,,,,,Xenon tutorial,Leben,Wizet,2012,['https://www.youtube.com/watch?v=wMyUZqe0Fus']
,,Underside,Bgm30,,unclassified,MapleStory,,,,,,Xenon tutorial,Leben,Wizet,2012,['https://www.youtube.com/watch?v=pY1Du__m00w']
,,It's Monster's Life,Bgm31,,unclassified,MapleStory,,,,,,Monster Life farm,FreeMarket,StudioEIM,2013,['https://www.youtube.com/watch?v=xGQTqjUJ3Rk']
,,It's Monster's Life 2,Bgm31,,unclassified,MapleStory,,,,,,Monster Life farm,FreeMarket,StudioEIM,2013,['https://www.youtube.com/watch?v=KromtwCShMQ']
,,Journey,Bgm31,,unclassified,MapleStory,,,,,,Monster Life release monsters,FreeMarket,StudioEIM,2013,['https://www.youtube.com/watch?v=RrUuiOV7DmY']
,,Scholar's Library,Bgm31,,unclassified,MapleStory,,,,,,Monster Life: Jules' House,FreeMarket,StudioEIM,2013,['https://www.youtube.com/watch?v=Wmu3EmK7AWc']
,,Specialty Store,Bgm31,,unclassified,MapleStory,,,,,,Monster Life store,FreeMarket,StudioEIM,2013,['https://www.youtube.com/watch?v=Mf0YGaqueqQ']
,,Specialty Store Remix,Bgm31,,unclassified,MapleStory,,,,,,Monster Life special store,FreeMarket,StudioEIM,2013,['https://www.youtube.com/watch?v=hnWokhTVSO4']
,,The Colossal Heart,Bgm32,,unclassified,MapleStory,,,,,,Stone Colossus Innards,Colossus,StudioEIM,2013,['https://www.youtube.com/watch?v=hX73YhOINKA']
,,The Living Mountain,Bgm32,,unclassified,MapleStory,,,,,,Stone Colossus Body,Colossus,StudioEIM,2013,['https://www.youtube.com/watch?v=sW2zoOX8iUc']
,,The Raiders,Bgm32,,unclassified,MapleStory,,,,,,Stone Colossus,Colossus,StudioEIM,2013,['https://www.youtube.com/watch?v=mVR37_LjJUk']
,,The Rush,Bgm32,,unclassified,MapleStory,,,,,,Survival event minigame,MinigameStation,StudioEIM,2013,['https://www.youtube.com/watch?v=8DzLlqjEnxc']
,,Ariant in Mirror,Bgm33,,unclassified,MapleStory,,,,,,Mirror World: Ariant,Ariant,StudioEIM,2013,['https://www.youtube.com/watch?v=UZxJ-3CgGzk']
,,Be Born Zero,Bgm33,,unclassified,MapleStory,,,,,,Zero's Temple,ZeroTemple,StudioEIM,2013,['https://www.youtube.com/watch?v=_U9ZsV_XAQk']
,,Dispute in Mirror,Bgm33,,unclassified,MapleStory,,,,,,Mirror World: Magatia,Magatia,StudioEIM,2013,['https://www.youtube.com/watch?v=znZUun0KOQU']
,,Fantastic Thinking in Mirror,Bgm33,,unclassified,MapleStory,,,,,,Mirror World: Ludibrium,Ludibrium,StudioEIM,2013,['https://www.youtube.com/watch?v=vt7XtPsFXpc']
,,Floral Life in Mirror,Bgm33,,unclassified,MapleStory,,,,,,Mirror World: Henesys,Henesys,StudioEIM,2013,['https://www.youtube.com/watch?v=S4PuTY_-Fok']
,,Leafre in Mirror,Bgm33,,unclassified,MapleStory,,,,,,Mirror World: Leafre,Leafre,StudioEIM,2013,['https://www.youtube.com/watch?v=w793cpc8XLA']
,,Mureung Hill in Mirror,Bgm33,,unclassified,MapleStory,,,,,,Mirror World: Mu Lung,Murueng,StudioEIM,2013,['https://www.youtube.com/watch?v=w7qdOGixuX0']
,,Nasty Liar,Bgm33,,unclassified,MapleStory,,,,,,"Shadowvale, Zero storyline",ShadowKnight,StudioEIM,2013,['https://www.youtube.com/watch?v=qyHoIl5-upc']
,,Red Room,Bgm33,,unclassified,MapleStory,,,,,,Mirror World Control Room,RedTemple,StudioEIM,2013,['https://www.youtube.com/watch?v=9H-8e-OmtF4']
,,Red Room (Incomplete),Bgm33,,unclassified,MapleStory,,,,,,Mirror World Control Room (Incomplete),RedTemple,StudioEIM,2013,['https://www.youtube.com/watch?v=jA3aul7iWOU']
,,Shadow Knight,Bgm33,,unclassified,MapleStory,,,,,,"Shadow Knight theme, Zero storyline",ShadowKnight,StudioEIM,2013,['https://www.youtube.com/watch?v=TAzZTAiIrXI']
,,Shadow Temple,Bgm33,,unclassified,MapleStory,,,,,,"Shadow Temple, Zero storyline",ShadowTemple,StudioEIM,2013,['https://www.youtube.com/watch?v=p5yJbSt24DY']
,,Smile Zero,Bgm33,,unclassified,MapleStory,,,,,,Zero storyline gag scene,ZeroTemple,StudioEIM,2013,['https://www.youtube.com/watch?v=yVmqkZP2kX8']
,,Temple of Time in Mirror,Bgm33,,unclassified,MapleStory,,,,,,Mirror World: Temple of Time,TimeTemple,StudioEIM,2013,['https://www.youtube.com/watch?v=zzPhXjk2dEM']
,,Against the Darkness,Bgm34,,unclassified,MapleStory,,,,,,Black Mage's Room,MushroomVillage,StudioEIM,2013,['https://www.youtube.com/watch?v=r3bEoktbxtc']
,,Dimension Library,Bgm34,,unclassified,MapleStory,,,,,,Grand Athenaeum,Library,StudioEIM,2013,['https://www.youtube.com/watch?v=rrPNjni4GuI']
,,Dimension Library (Original),Bgm34,,unclassified,MapleStory,,,,,,Grand Athenaeum (Original),Library,StudioEIM,2013,['https://www.youtube.com/watch?v=XfHmfDcmbkQ']
,,Go Fight! Show Your Energy!,Bgm34,,unclassified,MapleStory,,,,,,Adventurer animation intro,MushroomVillage,StudioEIM,2013,['https://www.youtube.com/watch?v=40uWLqIu23s']
,,Maple Leaf,Bgm34,,unclassified,MapleStory,,,,,,Maple Island,Amherst,StudioEIM,2013,['https://www.youtube.com/watch?v=9D7nLxP4w9A']
,,Mole King Rises,Bgm34,,unclassified,MapleStory,,,,,,Mole King boss theme,fairyAcademy,StudioEIM,2013,['https://www.youtube.com/watch?v=9sZ8FsuXNjw']
,,The Aurora,Bgm34,,unclassified,MapleStory,,,,,,Grand Athenaeum: Episode 1,Library,StudioEIM,2013,['https://www.youtube.com/watch?v=Y1EfnMGkgGs']
,,The Fairy Academy,Bgm34,,unclassified,MapleStory,,,,,,Ellinel Fairy Academy,fairyAcademy,StudioEIM,2013,['https://www.youtube.com/watch?v=KqUdoX9r7KU']
,,Wounded Leaf,Bgm34,,unclassified,MapleStory,,,,,,Destroyed Maple Island,MushroomVillage,StudioEIM,2013,['https://www.youtube.com/watch?v=LRWgrELn4aU']
,,Hekaton,Bgm35,,unclassified,MapleStory,,,,,,"Hekaton boss theme, Morass: Trueffet",critias,StudioEIM,2013,['https://www.youtube.com/watch?v=wQxSIH9n2vI']
,,In Ruin in Vain,Bgm35,,unclassified,MapleStory,,,,,,Kritias,critias,StudioEIM,2013,['https://www.youtube.com/watch?v=D-suBwdKHB8']
,,Stop in Ends,Bgm35,,unclassified,MapleStory,,,,,,Kritias - invasion,critias,StudioEIM,2013,['https://www.youtube.com/watch?v=UONe_XX9oNo']
,,Stop in Hundreds,Bgm35,,unclassified,MapleStory,,,,,,Kritias - before invasion,critias,StudioEIM,2013,['https://www.youtube.com/watch?v=uPaP5SwULx0']
,,Tragic Restart,Bgm35,,unclassified,MapleStory,,,,,,Kritias field - invasion,critias,StudioEIM,2013,['https://www.youtube.com/watch?v=v6xiH8VbBKY']
