Name,Played in,_source_page,_wiki_api,biome_category,col2,game
LegendOfZipang_Sad,Event: Neo Tokyo,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
LegendOfZipang_Silence,Event: Neo Tokyo,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
HiddenTales_Sorrow,Event: Neo Tokyo,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
IntotheStars,Event: Neo Tokyo,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
Battle,Event: Neo Tokyo,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
Ashley_climax,Event: Neo Tokyo,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
Dunas_climax,Event: Neo Tokyo,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
Rebirth_climax,Event: Neo Tokyo,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
ToTheBattlefield,Fort Asura Questline,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
ShuraCastle,Fort Asura Questline,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
Boss_SilveryWolf,Akechi Mitsuhide Boss Battle,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
Boss_SilveryWolf_v2_1,Akechi Mitsuhide Boss Battle,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
Boss_SilveryWolf_v2_2,Akechi Mitsuhide Boss Battle,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
MeaningOfTheDawn,Fort Asura Questline,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
ScatteringSakura,Fort Asura Questline,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
SecretVow,Fort Asura Questline,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
WinterFrenzy_Boss_All,Event: Winter Frenzy,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
WinterFrenzy_Boss_effect,Event: Winter Frenzy,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
WinterFrenzy_Boss_Bgm,Event: Winter Frenzy,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
The_Arrival,Used in a cutscene when the Cygnus Knights were first introduced,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
The_Third_Flight,Used in the GMS website for introducing 3rd Job Advancement,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
Go! Fight! Show Your Energy!,Used in the introductory video for MapleStory: RED,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
